datetime_baru,Sentences,score,isEdited,title,Preprocess_Sentences,prob_keyakinan,sentiment,sentences_wordCloud,Topic,,,,
3/9/2023 0:22,"Ketika sibuk kerja hanya tf saja dan mempermudah sekali luar biasa , gak nyesel download aplikasinya🌺❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",5,FALSE,Paling membantu,sibuk kerja transfer mempermudah tidak menyesal unduh aplikasinya cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta,0.99991965,positive,sibuk kerja transfer mempermudah menyesal unduh aplikasinya cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta,Aplikasi Berguna tapi Ribet,,,,
7/30/2022 17:58,"Aku seneng banget pakai BSI soalnya sekarang berasa aplikasinya makin lebih lancar & tampilannya lebih nyaman jadi lebih enak pakai applikasi BSI

Semoga BSI bisa tetap terus improve buat kedepannya",5,FALSE,Sangatt membantu keseharian.,senang banget pakai bsi berasa aplikasinya lancar tampilannya nyaman enak pakai aplikasi bsi semoga bsi bisa improve kedepannya,0.99997944,positive,senang banget pakai berasa aplikasinya lancar tampilannya nyaman enak pakai semoga improve kedepannya,BSI Mobile Keren dan Lancar Digunakan,,,,
1/11/2024 11:18,"Aplikasinya makin nyaman dipakai dah ni, fiturnya juga lengkap banget",5,FALSE,BSI Mantab,aplikasinya nyaman dipakai nih fiturnya lengkap banget,0.9999702,positive,aplikasinya nyaman dipakai nih fiturnya lengkap banget,Kenyamanan pada BSI Mobile,,,,
3/29/2024 17:19,"pin saya ke blokir, masa ga ada kemudahan buat aktivasi lagi sih
ribet banget ,mana sering eror",1,TRUE,komplen,pin blokir tidak kemudahan aktivasi sih ribet banget eror,4.09E-05,negative,pin blokir kemudahan aktivasi sih ribet banget eror,"Permasalahan pada BSI Mobile (Kode Aktivasi, Rekening)",,,,
3/29/2024 8:39,Layanan bsi mobile menyusahkan,1,FALSE,Ribet,layanan bsi mobile menyusahkan,0.9999524,positive,layanan menyusahkan,BSI Mobile Keren dan Lancar Digunakan,,,,
3/29/2024 7:24,"Waktu periksa muka selalu gagal gak jelas banget aplikasi ini, ini aplikasi paling gak jelas yang pernah aku danwload sumpah capek banget bgak jelas gini su",1,FALSE,Pemeriksaan,periksa muka gagal tidak banget aplikasi aplikasi tidak danwload sumpah cape banget bgak su,4.41E-05,negative,periksa muka gagal banget danwload sumpah cape banget bgak su,BSI Mobile Susah digunakan dan Sering Eror,,,,
3/29/2024 3:54,"VErifikasi wajah paling sulit, perbankan tapi kalah sama pinjol. Ga bisa akses BSI mobile karena verifikasi wajah selalu gagal",1,FALSE,Verfikasi Wajah,verifikasi wajah sulit perbankan tapi kalah pinjol tidak bisa akses bsi mobile verifikasi wajah gagal,1.39E-05,negative,verifikasi wajah sulit perbankan kalah pinjol akses verifikasi wajah gagal,"Permasalahan pada BSI Mobile (Kode Aktivasi, Rekening)",,,,
1/11/2024 11:10,Mantap bsi makin nyaman dipakai keren sih ini fitunya sangat lengkap solusi keuangan syariah,5,FALSE,Bsi mantap,mantap bsi nyaman dipakai keren sih fitunya lengkap solusi keuangan syariat,0.9999793,positive,mantap nyaman dipakai keren sih fitunya lengkap solusi keuangan syariat,Fitur Lengkap dan Memudahkan Transaksi,,,,
12/24/2023 15:12,"Alhamdulillah aman, mantap BSI, aplikasi nya makin nyaman di gunakan. keren sih ini, gampang di pakai, mobile bangking nya enak di gunakan. Fitur nya sangat lengkap makin keren nih aplikasi, solusi keuangan syariah ni. Makin nyaman pakai aplikasi BSI sekarang",5,FALSE,Fitur dan kenyamanan apliaksi,alhamdulillah aman mantap bsi aplikasi nya nyaman keren sih gampang pakai mobile bangking nya enak fitur nya lengkap keren nih aplikasi solusi keuangan syariat nih nyaman pakai aplikasi bsi,0.9999826,positive,alhamdulillah aman mantap nya nyaman keren sih gampang pakai bangking nya enak fitur nya lengkap keren nih solusi keuangan syariat nih nyaman pakai,Fitur Lengkap dan Memudahkan Transaksi,,,,
6/19/2023 0:36,"Alhamdulillah, aplikasi ini memudahkan kebutuhan saya dalam bertransaksi pembayaran, pembelian, transfer, top up e-wallet. BSI Mobile mengakomidir kebaikan-kebaikan kecil menuju kebaikan yg universal unt umat. Sukses berkah dan semoga melejit prestasinya BSI 🤲💖",5,FALSE,BSI Mobile keren,alhamdulillah aplikasi memudahkan kebutuhan bertransaksi pembayaran pembelian transfer top up e wallet bsi mobile mengakomidir kebaikan kebaikan kebaikan universal umat sukses berkah semoga melejit prestasinya bsi,0.9999722,positive,alhamdulillah memudahkan kebutuhan bertransaksi pembayaran pembelian transfer top up e wallet mengakomidir kebaikan kebaikan kebaikan universal umat sukses berkah semoga melejit prestasinya,Transaksi Nasabah pada BSI Mobile,,,,
6/17/2023 1:47,Suka banget pake bsi biaya transfer murah. Mempermudah transaksi. Bakal pake bsi terus buat atm pribadi. Seneng setiap azan ada yg ngingetin. Sekarang udh gak gangguan lagi udah balik kesemul,5,FALSE,Pengguna bsi,suka banget pakai bsi biaya transfer murah mempermudah transaksi pakai bsi atm pribadi senang azan tidak gangguan kesemul,0.9999686,positive,suka banget pakai biaya transfer murah mempermudah transaksi pakai atm pribadi senang azan gangguan kesemul,Fitur Lengkap dan Memudahkan Transaksi,,,,
6/16/2023 15:54,BSI mantab!,5,FALSE,BSI mantab!,bsi mantap,0.9999674,positive,mantap,BSI Mobile Keren dan Lancar Digunakan,,,,
6/16/2023 2:44,Keren dan modern,5,FALSE,M BANKING BSI,keren modern,0.9999711,positive,keren modern,Kenyamanan pada BSI Mobile,,,,
3/7/2023 13:53,"Ternyata emang harus diupdate dulu sih, jadi makin nyaman digunakan lebih keren juga. Semoga selalu ditingkatkan dan konsisten ya. Good job BSI!!! Makin lancar jaya.",5,FALSE,Mempermudah pengguna,diupdate sih nyaman keren semoga ditingkatkan konsisten ya good job bsi lancar jaya,0.99998087,positive,diupdate sih nyaman keren semoga ditingkatkan konsisten ya good job lancar jaya,BSI Mobile Keren dan Lancar Digunakan,,,,
2/20/2023 9:07,"Wah memang harus update ni! 
Semakin nyaman pakai aplikasi BSI sekarang 
Mantap BSI!!
Setelah di update jadi lebih baik
Seneng deh kalau pakai aplikasi nya kalau gini",5,FALSE,Mantap pokoknya 😇,pembaruan nih nyaman pakai aplikasi bsi mantap bsi pembaruan baik seneng deh pakai aplikasi nya,0.99993193,positive,pembaruan nih nyaman pakai mantap pembaruan seneng deh pakai nya,BSI Mobile Keren dan Lancar Digunakan,,,,
2/20/2023 5:39,"Aplikasi ini sangat membantu kita dalam mengelola keuangan, lebih praktis dan memudahkan kita dalam bertransaksi",5,FALSE,Aplikasi keren,aplikasi membantu mengelola keuangan praktis memudahkan bertransaksi,0.9999679,positive,membantu mengelola keuangan praktis memudahkan bertransaksi,Fitur Lengkap dan Memudahkan Transaksi,,,,
2/20/2023 4:11,aplikasi ini bagus banget dan mempermudah kita sebagai user dalam hal perbakan maupun transaksi,5,FALSE,Bagus dan Mempermudah,aplikasi bagus banget mempermudah pengguna perbakan transaksi,0.9999464,positive,bagus banget mempermudah pengguna perbakan transaksi,Fitur Lengkap dan Memudahkan Transaksi,,,,
2/18/2023 5:30,Bgs sekaliiii aplikasinyaaa,5,FALSE,Mnt bgttt,bagus sekaliiii aplikasinyaaa,0.9998349,positive,bagus sekaliiii aplikasinyaaa,Kenyamanan pada BSI Mobile,,,,
2/18/2023 0:03,"Ada fitur berbagi juga jadi kalau mau sedekah,zakat jadi lebih mudah 😍",5,FALSE,Mantap Bsi!,fitur berbagi sedekah zakat mudah cinta,0.9999778,positive,fitur berbagi sedekah zakat mudah cinta,Aplikasi Berguna tapi Ribet,,,,
2/16/2023 3:52,"emang bener sih harus di update dulu jadi bisa lancar, banyak fitur jg yg memudahkan, pertahankan terus bsi!!",5,FALSE,bsi gokil,benar sih pembaruan bisa lancar fitur memudahkan pertahankan bsi,0.9999745,positive,sih pembaruan lancar fitur memudahkan pertahankan,BSI Mobile Keren dan Lancar Digunakan,,,,
2/14/2023 4:28,"Bagus bgt skrg aplikasinya, makin kece. keep up the good work! Good job!🥰",5,FALSE,UI Mantap,bagus banget aplikasinya kece keep up the good work good job,0.99998015,positive,bagus banget aplikasinya kece keep up the good work good job,Kenyamanan pada BSI Mobile,,,,
2/12/2023 8:03,setelah di update aplikasinya lebih baik dan lebih keren jugaa!! jadi semakin nyaman pakainyaa. good job BSI!,5,FALSE,review niih,pembaruan aplikasinya baik keren nyaman pakainyaa good job bsi,0.99997437,positive,pembaruan aplikasinya keren nyaman pakainyaa good job,BSI Mobile Keren dan Lancar Digunakan,,,,
2/12/2023 7:41,"good job bsi , setelah di update jadi lebih baik",5,FALSE,bsi keren,good job bsi pembaruan baik,0.9999752,positive,good job pembaruan,BSI Mobile Keren dan Lancar Digunakan,,,,
2/7/2023 1:25,"wah keren nih bsi aplikasinya, emg sih sempet ngelag2 waktu itu tapi ternyata memang harus di update, setelah di update jadi lebih baik dan lebih keren lagi nih jadi makin nyaman pakai aplikasi bsi nya sekarang, good job bsi !!! makin lancar jaya!!",5,FALSE,mantab bsi !!!,keren nih bsi aplikasinya sih ngelag tapi pembaruan pembaruan baik keren nih nyaman pakai aplikasi bsi nya good job bsi lancar jaya,0.99998313,positive,keren nih aplikasinya sih ngelag2 pembaruan pembaruan keren nih nyaman pakai nya good job lancar jaya,BSI Mobile Keren dan Lancar Digunakan,,,,
1/26/2023 18:38,setelah di upgrade jadi lebih mudah app nya buat digunakan,5,FALSE,mantap bsi,peningkatan mudah app nya,0.99996495,positive,peningkatan mudah app nya,Kenyamanan pada BSI Mobile,,,,
1/22/2023 5:10,Apps ini sangat membantu dan mempermudah saya dalam bertransaksi.,5,FALSE,Good Job BSI,apps membantu mempermudah bertransaksi,0.9999651,positive,apps membantu mempermudah bertransaksi,Fitur Lengkap dan Memudahkan Transaksi,,,,
1/17/2023 15:43,sangat bagus dan mudah digunakan. keren dan cepat saat transaksi menggunakan qris. setelah di update jadi lebih baik. jadi senang pakai aplikasi nya. semoga selalu update dan ditingkatkan terus ya!,5,FALSE,aplikasi bagus dan ada waktu adzan,bagus mudah keren cepat transaksi qris pembaruan baik senang pakai aplikasi nya semoga pembaruan ditingkatkan ya,0.9999804,positive,bagus mudah keren cepat transaksi qris pembaruan senang pakai nya semoga pembaruan ditingkatkan ya,BSI Mobile Keren dan Lancar Digunakan,,,,
1/17/2023 6:17,"Setelah update aplikasi, skrg makin nyaman menggunakan BSI. Semoga selalu di tingkatkan ya",5,FALSE,Review BSI,pembaruan aplikasi nyaman bsi semoga tingkatkan ya,0.9998369,positive,pembaruan nyaman semoga tingkatkan ya,BSI Mobile Keren dan Lancar Digunakan,,,,
1/15/2023 3:33,Seneng banget pakai aplikasi ini sangat membantu. Aplikasi mudah untuk diakses. Setelah saya update performa aplikasi menjadi lebih baik. Jadi makin nyaman pakai aplikasi BSI ini setelah di update. Sukses terus dan semoga selalu ditingkatkan ya!,5,FALSE,Mantab BSI,senang banget pakai aplikasi membantu aplikasi mudah diakses pembaruan performa aplikasi baik nyaman pakai aplikasi bsi pembaruan sukses semoga ditingkatkan ya,0.9999764,positive,senang banget pakai membantu mudah diakses pembaruan performa nyaman pakai pembaruan sukses semoga ditingkatkan ya,BSI Mobile Keren dan Lancar Digunakan,,,,
1/14/2023 4:39,"Best! Good job BSI! Aplikasinya makin mantap skrg, makin lancar jaya. Ini ternyata setelah di update jadi lebih baik. Mantap BSI! Semoga selalu ditingkatkan.",5,FALSE,Good Job BSI,best good job bsi aplikasinya mantap lancar jaya pembaruan baik mantap bsi semoga ditingkatkan,0.99998236,positive,best good job aplikasinya mantap lancar jaya pembaruan mantap semoga ditingkatkan,BSI Mobile Keren dan Lancar Digunakan,,,,
1/6/2023 5:35,Pemakaiaannya sangat nyaman. Fitur dan layanannya sangat mudah untuk dioperasikannya. Jadi gak perlu susah buat mengaksesnya. Pokoknya ini user-friendly banget. Seneng deh kalo pakai aplikasinya kayak gini.,5,FALSE,Good job BSI,pemakaiaannya nyaman fitur layanannya mudah dioperasikannya tidak susah mengaksesnya pokoknya pengguna friendly banget senang deh pakai aplikasinya kayak,0.9999741,positive,pemakaiaannya nyaman fitur layanannya mudah dioperasikannya susah mengaksesnya pokoknya pengguna friendly banget senang deh pakai aplikasinya kayak,Kenyamanan pada BSI Mobile,,,,
12/27/2022 7:56,Mantapp bsi!!! jadi gampang kalo mau bayar ini itu👍🏻👍🏻,5,FALSE,mempermudah transaksi,mantap bsi gampang bayar keren keren,0.99998075,positive,mantap gampang bayar keren keren,Kenyamanan pada BSI Mobile,,,,
8/16/2023 17:11,Aplikasi yang sangat membantu dan bagus banget,4,FALSE,Keren,aplikasi membantu bagus banget,0.99994993,positive,membantu bagus banget,Kenyamanan pada BSI Mobile,,,,
12/12/2022 1:47,"Ternyata setelah di update apl bsi semakin mantap, dan makan lancar jaya sekarang, dan jadi makin nyaman deh pakek aplikasi bsi",5,FALSE,Good job bsi,pembaruan apl bsi mantap makan lancar jaya nyaman deh pakai aplikasi bsi,0.9999554,positive,pembaruan apl mantap makan lancar jaya nyaman deh pakai,BSI Mobile Keren dan Lancar Digunakan,,,,
11/29/2022 4:32,Semua fiturnya sangat berguna banged good job BSI 😍,5,FALSE,Mantap bangedd,fiturnya berguna banget good job bsi cinta,0.9999785,positive,fiturnya berguna banget good job cinta,BSI Mobile Keren dan Lancar Digunakan,,,,
11/18/2022 5:09,Makin nyaman pakai aplikasi BSI sekarang. semoga selalu ditingkatkan ya!!!,5,FALSE,good job!!!,nyaman pakai aplikasi bsi semoga ditingkatkan ya,0.99995816,positive,nyaman pakai semoga ditingkatkan ya,BSI Mobile Keren dan Lancar Digunakan,,,,
9/29/2022 4:57,aplikasinya keren bgtt skrg trus makin nyaman pake aplikasi ini skrg🥰🥰 seneng deh pake aplikasi ini setelah di update jd lebih baikk🥰 semoga selalu ditingkatkan yaa aplikasinya!! Good job BSI🥰 makin lancar jaya yaa!,5,FALSE,Mantap BSI!!,aplikasinya keren banget nyaman pakai aplikasi senang deh pakai aplikasi pembaruan baik semoga ditingkatkan ya aplikasinya good job bsi lancar jaya ya,0.99998176,positive,aplikasinya keren banget nyaman pakai senang deh pakai pembaruan semoga ditingkatkan ya aplikasinya good job lancar jaya ya,BSI Mobile Keren dan Lancar Digunakan,,,,
8/9/2022 0:09,mantab,5,FALSE,bsi good job,mantap,0.99996674,positive,mantap,BSI Mobile Keren dan Lancar Digunakan,,,,
7/28/2022 7:04,"Makin nyaman banget sekarang pakai aplikasi BSI ini, makin lancar pokoknya",5,FALSE,BSI Mantap,nyaman banget pakai aplikasi bsi lancar pokoknya,0.99996644,positive,nyaman banget pakai lancar pokoknya,Kenyamanan pada BSI Mobile,,,,
7/26/2022 17:01,"ternyata setelah update banyak fitur baru dan makin lancar jaya! seneng deh pake aplikasinya kalau gini, makin mempermudah pengguna. Good Job BSI! semoga selalu ditingkatkan dan jadi lebih baik",5,FALSE,Lebih Keren Aplikasinya!,pembaruan fitur lancar jaya senang deh pakai aplikasinya mempermudah pengguna good job bsi semoga ditingkatkan baik,0.99998003,positive,pembaruan fitur lancar jaya senang deh pakai aplikasinya mempermudah pengguna good job semoga ditingkatkan,BSI Mobile Keren dan Lancar Digunakan,,,,
7/24/2022 16:40,"Mantap bsi !!! 
Setelah di update jadi lebih baik
Lebih keren skrg aplikasinya
Seneng deg pakai aplikasinya kalau gini
semoga selalu di tingkatkan ya,",5,FALSE,Good job bsi,mantap bsi pembaruan baik keren aplikasinya seneng deg pakai aplikasinya gini semoga tingkatkan ya,0.9999792,positive,mantap pembaruan keren aplikasinya seneng deg pakai aplikasinya gini semoga tingkatkan ya,BSI Mobile Keren dan Lancar Digunakan,,,,
